t_index	term	df
1645	boot	4
1646	bootbrush	1
1647	booth	8
1648	bor	1
1649	border	53
1650	bore	3
1651	borg	1
1652	bori	7
1653	borisav	1
1654	borislav	3
1655	borisov	1
1656	borivoj	1
1657	bork	1
1658	borka	1
1659	born	38
1660	bornagain	1
1661	borneo	4
1662	borotra	1
1663	borrow	2
1664	borzon	1
1665	bosnia	13
1666	bosniaherzegovina	3
1667	bosnian	5
1668	boss	10
1669	boston	17
1670	bostoni	1
1671	botch	5
1672	bother	9
1673	bottl	5
1674	bottom	27
1675	bouak	1
1676	boucher	8
1677	bouffard	1
1678	bought	10
1679	boulevard	1
1680	bounc	7
1681	bound	14
1682	boundari	2
1683	bounti	1
1684	bout	5
1685	bow	11
1686	bowel	2
1687	bowen	2
1688	bowl	1
1689	bowman	1
1690	bowmen	1
1691	bowrey	1
1692	box	17
1693	boxer	1
1694	boy	35
1695	boycot	26
1696	boycott	18
1697	boyd	1
1698	boyfriend	4
1699	bozov	3
1700	braca	2
1701	brace	4
1702	braci	1
1703	bracket	1
1704	brad	6
1705	bradi	1
1706	bradman	1
1707	bradshaw	1
1708	brag	4
1709	brain	2
1710	brainwash	3
1711	brake	1
1712	branch	9
1713	brand	6
1714	brandish	6
1715	brandon	1
1716	brash	2
1717	brass	4
1718	brave	6
1719	bravent	1
1720	braveri	2
1721	bravo	4
1722	brazen	1
1723	brazil	2
1724	brazilian	1
1725	breach	3
1726	bread	1
1727	breadbasket	2
1728	break	104
1729	breakaway	2
1730	breakdown	3
1731	breaker	1
1732	breakfast	6
1733	breakout	9
1734	breakpoint	1
1735	breakthrough	12
1736	breakup	4
1737	breast	4
1738	breath	6
1739	breaux	1
1740	breed	5
1741	breez	6
1742	breme	1
1743	bremer	1
1744	brenton	2
1745	brevant	1
1746	brew	3
1747	brewer	1
1748	brian	15
1749	bribe	40
1750	briberi	10
1751	brick	10
1752	brickwal	1
1753	bride	1
1754	bridg	19
1755	bridgett	1
1756	brie	6
1757	brief	63
1758	briefli	24
1759	brig	1
1760	brigad	3
1761	bright	10
1762	brighten	2
1763	brighter	1
1764	brightest	2
1765	brightey	1
1766	brightli	1
1767	brilliant	3
1768	brim	1
1769	bring	126
1770	brink	6
1771	brisk	1
1772	briskli	3
1773	bristl	3
1774	britain	37
1775	brith	1
1776	british	56
1777	briton	3
1778	broad	11
1779	broadbas	2
1780	broadbeam	1
1781	broadbrush	1
1782	broadcast	59
1783	broaden	2
1784	broader	9
1785	broadli	3
1786	broder	1
1787	brokaw	1
1788	broke	91
1789	broken	49
1790	broker	7
1791	brokerag	1
1792	bronco	1
1793	bronxvil	1
1794	bronz	2
1795	brood	1
1796	brook	3
1797	brooklyn	1
1798	broom	1
1799	brother	66
1800	brotherinlaw	6
1801	brought	116
1802	brow	2
1803	brown	15
1804	brownskin	1
1805	broz	1
1806	bruce	1
1807	bruis	7
1808	brunei	22
1809	brunswick	1
1810	brunt	4
1811	brush	5
1812	brussel	6
1813	brutal	16
1814	bryan	4
1815	bryann	1
1816	bryant	1
1817	bu	18
1818	bubbl	1
1819	bubblegum	1
1820	buccan	1
1821	buchanan	7
1822	buck	9
1823	bucket	4
1824	buckl	13
1825	bud	3
1826	budapest	1
1827	buddhist	1
1828	buddi	1
1829	budget	9
1830	budnev	1
1831	budor	1
1832	budsmen	1
1833	budva	1
1834	bueni	1
1835	buf	4
1836	buff	4
1837	buffalo	3
1838	buffer	1
1839	bug	5
1840	bugss	1
1841	build	169
1842	builder	6
1843	buildup	2
1844	built	27
1845	bulatov	7
1846	bulg	1
1847	bulgaria	3
1848	bulk	4
1849	bulkhead	4
1850	bulki	1
1851	bulldoz	25
1852	bullet	8
1853	bulletin	3
1854	bulletproof	5
1855	bulli	3
1856	bullzdoz	1
1857	bum	1
1858	bump	2
1859	bumper	4
1860	bumpi	1
1861	bunch	5
1862	bundl	1
1863	bungl	6
1864	bunk	4
1865	bunker	7
1866	bunkroom	1
1867	bunt	1
1868	buoy	7
1869	buraika	1
1870	burch	1
1871	burden	7
1872	bureau	33
1873	bureaucraci	4
1874	bureaucrat	7
1875	burglar	7
1876	burglari	8
1877	burgsmul	2
1878	buri	85
1879	burial	13
1880	burk	3
1881	burkeclass	2
1882	burkhard	1
1883	burkina	8
1884	burkinab	1
1885	burkl	5
1886	burli	4
1887	burn	46
1888	burnedout	3
1889	burner	2
1890	burnt	3
1891	burri	1
1892	burst	10
1893	burton	5
1894	buse	19
1895	bush	98
1896	bushcheney	2
1897	bushgor	1
1898	bushnel	1
1899	bushquail	1
1900	bushybeard	1
1901	busi	90
1902	busiest	1
1903	busili	1
1904	businessman	54
1905	businessmen	5
1906	buss	1
1907	bust	7
1908	bustamant	1
1909	bustl	4
1910	butcher	4
1911	butter	1
1912	button	3
1913	buttress	5
1914	buy	44
1915	buyer	2
1916	buzz	6
1917	bye	1
1918	bypass	5
1919	byrd	6
1920	c	13
1921	c117	1
1922	c130	3
1923	c141	4
1924	c4	5
1925	c9	5
1926	ca	1
1927	cab	2
1928	cabana	1
1929	cabin	2
1930	cabinet	31
1931	cabl	5
1932	cacak	8
1933	cach	2
1934	cadav	1
1935	cadet	1
1936	caeti	1
1937	cafe	4
1938	cafetalon	1
1939	cafeteria	1
1940	cage	5
1941	cagl	1
1942	cahokia	3
1943	cairo	5
1944	caisson	1
1945	cake	5
1946	cal	2
1947	calam	5
1948	calamit	1
1949	calatrava	2
1950	calcul	9
1951	calculu	1
1952	calcutta	3
1953	calderon	1
1954	calena	1
1955	caley	1
1956	calhoun	1
1957	calib	1
1958	calif	6
1959	california	32
1960	calina	1
1961	calix	1
1962	call	363
1963	callahan	1
1964	callen	3
1965	caller	5
1966	callin	1
1967	calloff	1
1968	callou	1
1969	callous	1
1970	calm	38
1971	calmli	1
1972	calvario	6
1973	calvert	1
1974	cambodia	3
1975	camden	1
1976	came	236
1977	camel	3
1978	camera	25
1979	cameraman	3
1980	cameroon	2
1981	camouflag	7
1982	camp	49
1983	campaign	155
1984	campbel	1
1985	campfir	3
1986	campground	1
1987	campu	2
1988	canada	14
1989	canal	21
1990	canberra	1
1991	cancel	38
1992	cancer	45
1993	candid	135
1994	candidaci	15
1995	candiotti	2
1996	candl	3
1997	candlelight	4
1998	cando	2
1999	candor	2
2000	cane	2
2001	canist	2
2002	cannaday	3
2003	cannistraro	4
2004	cannon	3
2005	canon	1
2006	canopi	2
2007	cant	59
2008	canton	1
2009	cantwel	4
2010	canva	3
2011	canvass	3
2012	cap	19
2013	capabl	25
2014	capac	15
2015	cape	2
2016	capit	159
2017	capitalist	2
2018	capitol	28
2019	capitul	1
2020	capp	1
2021	capriati	33
2022	capsul	2
2023	capt	30
2024	captain	27
2025	captiv	6
2026	captor	4
2027	captur	58
2028	car	97
2029	caraca	2
2030	caravan	3
2031	carbomb	1
2032	carbon	2
2033	card	21
2034	cardboard	1
2035	cardiopulmonari	1
2036	care	84
2037	career	48
2038	careerend	1
2039	careerhigh	1
2040	carefullypreserv	1
2041	caretak	4
2042	carey	1
2043	cargo	12
2044	caribbean	2
2045	carin	1
2046	cario	1
2047	carjack	2
2048	carl	4
2049	carlo	29
2050	carlson	1
2051	carlton	1
2052	carman	1
2053	carmelo	2
2054	carmen	4
2055	carmodi	4
2056	carnahan	66
2057	carnahand	1
2058	carnivallik	1
2059	carol	6
2060	carolina	5
2061	carpent	7
2062	carper	8
2063	carpet	3
2064	carpetbagg	2
2065	carr	1
2066	carri	182
2067	carrier	20
2068	carrol	2
2069	carrot	1
2070	carsiz	1
2071	carson	5
2072	cart	1
2073	carter	10
2074	carthag	2
2075	carv	9
2076	carver	1
2077	case	168
2078	casebycas	1
2079	casetch	1
2080	cash	22
2081	cashier	1
2082	cashstrap	3
2083	casino	1
2084	casket	16
2085	cast	47
2086	castellano	2
2087	castiel	1
2088	castil	1
2089	castleburi	4
2090	castro	8
2091	casual	2
2092	casualti	22
2093	cat	2
2094	cataclysm	1
2095	catalyst	1
2096	catastroph	12
2097	catcal	1
2098	catch	15
2099	catchup	1
2100	cate	4
2101	categor	1
2102	categori	1
2103	caterpillar	2
2104	cathedr	1
2105	catherin	3
2106	cathi	1
2107	cathol	7
2108	cattl	2
2109	caucasian	2
2110	caught	46
2111	caus	132
2112	caution	18
2113	cautiou	19
2114	cautious	2
2115	cave	3
2116	cavern	1
2117	cavort	1
2118	cawl	3
2119	cayman	3
2120	cb	4
2121	cbsnew	1
2122	cbss	1
2123	cd	1
2124	ceas	7
2125	ceasefir	7
2126	ceaselessli	2
2127	ceausescu	1
2128	cecil	1
2129	cedar	2
2130	cede	3
2131	cedomir	1
2132	cedric	6
2133	ceil	2
2134	celebr	83
2135	celebrateor	1
2136	celera	1
2137	celest	1
2138	cell	23
2139	cellblock	1
2140	cellphon	2
2141	cellular	10
2142	cement	6
2143	cementreinforc	1
2144	cemeteri	8
2145	censor	2
2146	censorship	2
2147	cent	1
2148	center	140
2149	centercourt	4
2150	centerleft	1
2151	centerpiec	2
2152	centigrad	1
2153	centimet	1
2154	central	84
2155	centrist	6
2156	centuri	24
2157	ceo	1
2158	ceremoni	52
2159	cerf	9
2160	cerna	3
2161	certain	36
2162	certainli	56
2163	certainti	4
2164	certif	3
2165	certifi	3
2166	cesar	2
2167	cessat	1
2168	cessna	7
2169	cetera	1
2170	cetinj	1
2171	cha	1
2172	chad	1
2173	chadwick	2
2174	chafe	3
2175	chagrin	1
2176	chain	10
2177	chair	17
2178	chairman	55
2179	chairmen	3
2180	chalk	2
2181	challeng	84
2182	chamber	16
2183	chamberlain	2
2184	chameleon	1
2185	champ	9
2186	champion	55
2187	championship	7
2188	chanc	99
2189	chancellor	5
2190	chanda	3
2191	chandeli	2
2192	chandler	6
2193	chandrika	1
2194	chang	144
2195	changeov	9
2196	channel	18
2197	chant	31
2198	chao	36
2199	chaotic	7
2200	chap	2
2201	chapel	4
2202	chaplain	7
2203	chaplin	1
2204	chappaqua	11
2205	chapter	7
2206	char	3
2207	charact	13
2208	character	7
2209	characterist	5
2210	charad	1
2211	charg	193
2212	charisma	2
2213	charit	5
2214	chariti	5
2215	charl	24
2216	charleston	2
2217	charlestown	1
2218	charli	2
2219	charlott	2
2220	chart	2
2221	charter	7
2222	chase	22
2223	chasm	2
2224	chat	5
2225	chattanooga	1
2226	chatti	1
2227	chau	1
2228	chauffeur	1
2229	chavez	4
2230	cheap	1
2231	cheat	11
2232	chebeck	8
2233	chechnya	8
2234	check	40
2235	checker	1
2236	checkpoint	2
2237	checkup	3
2238	cheek	1
2239	cheer	34
2240	cheerlead	2
2241	chees	1
2242	chef	2
2243	chela	4
2244	chell	1
2245	chelsea	17
2246	chemic	7
2247	chemistri	3
2248	chemotherapi	1
2249	cheney	31
2250	cheri	12
2251	cherish	2
2252	chernomyrdin	2
2253	cheroke	3
2254	cheron	3
2255	cherri	2
2256	chesapeak	1
2257	chest	8
2258	chetna	1
2259	chetsov	1
2260	chew	1
2261	chi	25
2262	chic	1
2263	chicago	6
2264	chicken	2
2265	chide	1
2266	chief	196
2267	chiefli	3
2268	child	45
2269	childhood	4
2270	children	69
2271	chile	8
2272	chill	13
2273	chilli	5
2274	chillicoth	1
2275	china	31
2276	chinayugoslavia	2
2277	chines	10
2278	chineseamerican	2
2279	ching	1
2280	chink	1
2281	chino	1
2282	chip	8
2283	chirac	6
2284	chisel	1
2285	chizhov	1
2286	chizov	1
2287	chladkova	3
2288	chlorin	4
2289	chocol	1
2290	choi	1
2291	choic	41
2292	chok	1
2293	choke	7
2294	cholera	1
2295	chomp	1
2296	chon	1
2297	choos	18
2298	chopper	1
2299	chopstick	1
2300	choreograph	1
2301	chorichech	1
2302	choru	1
2303	chose	13
2304	chosen	14
2305	chouchescu	1
2306	chow	1
2307	chri	34
2308	chrisdorton	1
2309	christen	3
2310	christi	4
2311	christian	27
2312	christina	3
2313	christma	61
2314	christmasev	1
2315	christoph	17
2316	chronic	2
2317	chronicl	2
2318	chrysanthemum	1
2319	chu	1
2320	chubbi	2
2321	chuck	9
2322	chuckl	2
2323	chudakova	3
2324	chunk	4
2325	church	43
2326	churchvil	1
2327	cia	25
2328	cienfuego	1
2329	cigarett	2
2330	cinder	1
2331	cinderblock	3
2332	cinema	2
2333	circl	19
2334	circu	3
2335	circuit	8
2336	circul	8
2337	circumst	32
2338	circumstanti	2
2339	circumv	3
2340	cisnero	7
2341	ciss	1
2342	citadel	1
2343	citat	2
2344	cite	38
2345	citi	217
2346	citiestown	3
2347	citizen	73
2348	citizenri	2
2349	citizenship	10
2350	citywid	1
2351	civic	4
2352	civil	61
2353	civilian	52
2354	cj	1
2355	clad	1
2356	claiborn	1
2357	claim	129
2358	clair	6
2359	clamber	5
2360	clamor	3
2361	clandestin	2
2362	clap	1
2363	clarenc	1
2364	clarifi	3
2365	clariti	1
2366	clark	41
2367	clarkston	1
2368	clash	54
2369	clasp	1
2370	class	29
2371	classic	7
2372	classifi	36
2373	classmat	2
2374	classroom	2
2375	clavet	1
2376	claw	6
2377	clay	4
2378	claycourt	1
2379	clean	23
2380	cleanair	1
2381	cleanli	1
2382	cleans	6
2383	clear	187
2384	clearanc	5
2385	clearer	4
2386	clearest	1
2387	clearli	56
2388	cleavag	1
2389	cleaver	1
2390	clemenc	31
2391	clement	24
2392	clergi	2
2393	cleric	3
2394	clerk	6
2395	cleveland	1
2396	clever	4
2397	cleverli	1
2398	click	2
2399	client	9
2400	cliffhang	1
2401	clifford	2
2402	clijster	11
2403	climact	1
2404	climat	3
2405	climatecontrol	1
2406	climax	4
2407	climb	22
2408	clime	1
2409	clinch	2
2410	cling	8
2411	clinic	8
2412	clink	1
2413	clinton	271
2414	clintonesqu	1
2415	clintongor	1
2416	clintonit	1
2417	clintonlazio	2
2418	clip	2
2419	clister	1
2420	cloak	1
2421	clock	8
2422	clod	1
2423	clodfelt	4
2424	clog	1
2425	cloister	1
2426	cloner	1
2427	closabl	1
2428	close	252
2429	closeddoor	6
2430	closeknit	1
2431	closemouth	1
2432	closer	29
2433	closest	32
2434	closet	1
2435	closeup	1
2436	closhg	1
2437	closur	7
2438	cloth	44
2439	cloud	21
2440	cloudless	1
2441	clout	4
2442	clown	1
2443	clton	1
2444	club	15
2445	clue	27
2446	clump	1
2447	clumsi	1
2448	clung	2
2449	cluster	4
2450	clutch	4
2451	clyde	1
2452	cmc	1
2453	cmdr	35
2454	cnn	49
2455	co	7
2456	coach	15
2457	coachlight	8
2458	coal	31
2459	coalfir	1
2460	coalit	34
2461	coalitionbuild	1
2462	coalmin	1
2463	coast	106
2464	coastal	10
2465	coastlin	9
2466	coat	8
2467	coauthor	1
2468	coax	3
2469	cobar	1
2470	coburn	4
2471	coca	2
2472	cocain	8
2473	cochran	4
2474	cochranvil	1
2475	cock	6
2476	cocker	1
2477	cocktail	3
2478	coco	2
2479	cocoa	14
2480	cocodi	3
2481	code	7
2482	codefend	1
2483	codi	5
2484	codirector	1
2485	coercion	1
2486	coetzer	16
2487	coetzerhingi	2
2488	coexist	1
2489	coey	1
2490	coffe	25
2491	coffeepick	1
2492	coffeerel	1
2493	coffer	2
2494	coffield	1
2495	coffin	14
2496	cognac	1
2497	cohen	56
2498	coher	1
2499	cohes	3
2500	cohort	1
2501	coil	2
2502	coin	3
2503	coincid	6
2504	coincident	1
2505	cojustic	1
2506	coker	1
2507	coki	2
2508	col	18
2509	cold	43
2510	coldblood	1
2511	cole	290
2512	coleman	1
2513	coler	7
2514	colin	7
2515	colina	23
2516	collabor	3
2517	collag	1
2518	collaps	86
2519	collarpin	1
2520	collat	2
2521	colleagu	23
2522	collect	32
2523	collector	5
2524	colleg	34
2525	collegeag	1
2526	coller	4
2527	collid	7
2528	collin	2
2529	collis	20
2530	collus	1
2531	colo	9
2532	colobora	1
2533	colombia	10
2534	colombian	3
2535	colon	4
2536	coloni	20
2537	colonna	1
2538	color	13
2539	colorado	24
2540	columbia	14
2541	columbin	1
2542	column	7
2543	columnist	1
2544	comasagua	5
2545	comb	10
2546	combat	22
2547	combin	20
2548	combrat	1
2549	come	264
2550	comeback	17
2551	comedian	1
2552	comefrombehind	1
2553	comen	1
2554	comfort	25
2555	comic	1
2556	command	127
2557	commando	5
2558	commemor	7
2559	commenc	1
2560	commend	3
2561	comment	82
2562	commentari	5
2563	commerc	10
2564	commerci	38
2565	comminut	1
2566	commiss	94
2567	commissari	2
2568	commission	15
2569	commit	89
2570	committe	79
2571	commod	11
2572	common	36
2573	commonli	5
2574	commonsens	3
2575	commot	1
2576	commun	113
2577	communiqu	5
2578	communist	58
2579	communistrul	1
2580	communistrun	1
2581	communistturnedsocialist	1
2582	commut	20
2583	compact	1
2584	compani	76
2585	companion	4
2586	companionship	4
2587	compar	31
2588	comparison	9
2589	compart	38
2590	compass	5
2591	compassion	3
2592	compel	10
2593	compens	3
2594	compensatori	1
2595	compet	16
2596	competit	22
2597	competitor	2
2598	compil	4
2599	complac	4
2600	complain	40
2601	complaint	21
2602	complement	2
2603	complet	104
2604	complex	41
2605	compli	5
2606	complianc	2
2607	complic	31
2608	compliment	5
2609	compos	1
2610	composit	4
2611	composur	5
2612	compound	30
2613	comprehend	1
2614	comprehens	5
2615	compress	1
2616	compris	3
2617	compromis	16
2618	compuls	1
2619	comput	22
2620	computerlink	1
2621	comrad	7
2622	con	4
2623	conceal	10
2624	conced	49
2625	conceiv	9
2626	concentr	20
2627	concept	7
2628	concern	105
2629	concert	7
2630	concess	16
2631	conchita	3
2632	concili	2
2633	conciliatori	3
2634	conclud	47
2635	conclus	31
2636	concret	38
2637	concur	1
2638	concuss	1
2639	condemn	24
2640	condit	138
2641	condol	15
2642	condoleezza	1
2643	condon	2
2644	conduct	51
2645	conduit	1
2646	confer	68
2647	confess	10
2648	confetti	6
2649	confettilik	1
2650	confettis	1
2651	confid	60
2652	confidenti	1
2653	configur	1
2654	confin	6
2655	confirm	117
2656	confisc	1
2657	conflict	46
2658	conform	1
2659	confound	2
2660	confront	39
2661	confus	22
2662	cong	1
2663	congeni	1
2664	congest	5
2665	congo	2
2666	congratul	29
2667	congreg	1
2668	congress	112
2669	congression	39
2670	congressman	42
2671	congressmen	1
2672	congresswoman	2
2673	conjunct	2
2674	conn	1
2675	connal	24
2676	connect	66
2677	connecticut	13
2678	connelli	1
2679	connett	1
2680	conni	7
2681	conniv	1
2682	connoli	1
2683	connolli	1
2684	connor	1
2685	conquer	1
2686	conqueror	3
2687	conquest	2
2688	conrad	6
2689	conscienc	3
2690	consciou	4
2691	conscious	2
2692	consecut	27
2693	consensu	9
2694	consent	2
2695	consequ	18
2696	consequenti	1
2697	conserv	19
2698	conservat	1
2699	conservationist	1
2700	consid	131
2701	consider	28
2702	consign	1
2703	consist	14
2704	consistu	1
2705	consol	8
2706	consolid	13
2707	consortium	7
2708	conspicu	2
2709	conspir	6
2710	conspiraci	18
2711	constant	10
2712	constantinescu	1
2713	constantli	10
2714	constern	1
2715	constitu	5
2716	constitut	105
2717	constrain	1
2718	constrict	1
2719	construct	30
2720	consul	10
2721	consular	3
2722	consult	20
2723	consum	4
2724	consumpt	1
2725	contact	38
2726	contain	46
2727	contamin	1
2728	contempl	4
2729	contemporari	2
2730	contempt	9
2731	contend	25
2732	content	20
2733	contenti	4
2734	contest	44
2735	context	10
2736	contin	6
2737	continent	1
2738	conting	4
2739	continu	230
2740	contort	1
2741	contract	26
2742	contractor	4
2743	contradict	6
2744	contrari	7
2745	contrast	5
2746	contribut	47
2747	contributor	5
2748	contrit	1
2749	contriv	1
2750	control	170
2751	controversi	34
2752	conven	8
2753	conveni	16
2754	convent	8
2755	converg	14
2756	convers	18
2757	convert	5
2758	convey	3
2759	convict	123
2760	convictsgetaway	1
2761	convinc	27
2762	convincingli	1
2763	convok	1
2764	convoy	14
2765	cooey	1
2766	cook	20
2767	cool	5
2768	cooler	2
2769	coolingoff	3
2770	coon	1
2771	cooper	77
2772	coopt	1
2773	coordin	27
2774	cop	1
2775	cope	9
2776	copi	19
2777	copper	2
2778	coproduct	6
2779	copsstyl	1
2780	cord	1
2781	cordial	3
2782	cordillera	1
2783	cordon	10
2784	core	10
2785	corech	1
2786	coretta	1
2787	corey	2
2788	cori	3
2789	corina	4
2790	corn	2
2791	cornahaim	1
2792	cornaheim	1
2793	cornard	1
2794	corner	34
2795	cornerston	1
2796	cornett	2
2797	corni	1
2798	cornwal	1
2799	corollari	1
2800	coron	2
2801	corp	16
2802	corpor	15
2803	corps	13
2804	corpu	1
2805	corral	1
2806	correct	24
2807	correctli	5
2808	correl	4
2809	correspond	26
2810	corridor	2
2811	corros	3
2812	corrug	1
2813	corrugatediron	1
2814	corrupt	78
2815	corzin	13
2816	cosbi	1
2817	cosic	1
2818	cosmeniov	1
2819	cosminov	1
2820	cost	41
2821	costa	4
2822	costello	1
2823	costelow	1
2824	costli	5
2825	costliest	3
2826	cot	4
2827	coteri	1
2828	cotibua	1
2829	coton	1
2830	cotton	7
2831	couch	2
2832	coue	1
2833	could	391
2834	couldnt	54
2835	couldv	1
2836	coulibali	9
2837	council	43
2838	councilman	1
2839	counsel	24
2840	counselor	2
2841	count	79
2842	counter	19
2843	counterattack	4
2844	counterintellig	4
2845	counternarcot	1
2846	counterpart	5
2847	counterpunch	2
2848	counterrevolutionari	1
2849	counterterror	11
2850	counti	35
2851	countless	1
2852	countri	410
2853	countryman	7
2854	countrymen	8
2855	countrysid	15
2856	countryspan	1
2857	coup	43
2858	coupdetour	1
2859	coupl	40
2860	courag	11
2861	courier	3
2862	cours	62
2863	court	190
2864	courtappoint	2
2865	courtesi	1
2866	courthous	4
2867	courtland	1
2868	courtroom	7
2869	courtsid	2
2870	courtyard	6
2871	cousin	4
2872	coustunitza	1
2873	coven	1
2874	cover	66
2875	coverag	19
2876	coverdel	3
2877	coverup	1
2878	covic	3
2879	cow	7
2880	coward	2
2881	cowardli	15
2882	cowboy	3
2883	cower	3
2884	cowl	1
2885	cpn	2
2886	crabbi	1
2887	crack	32
2888	crackdown	10
2889	crackl	2
2890	cradl	1
2891	craft	19
2892	crafti	2
2893	cragey	3
2894	craggi	1
2895	craig	13
2896	cram	3
2897	cramp	8
2898	crane	18
2899	cranni	1
2900	crap	1
2901	crash	85
2902	crater	6
2903	crave	2
2904	crawl	9
2905	crazi	7
2906	creak	1
2907	creaki	2
2908	cream	3
2909	creasingli	1
2910	creat	48
2911	creation	5
2912	creativ	2
2913	creator	1
2914	credenc	2
2915	credenti	16
2916	credibl	42
2917	credit	20
2918	creditor	4
2919	cree	1
2920	creed	2
2921	creek	1
2922	creep	5
2923	creepi	1
2924	cremat	4
2925	crematoria	1
2926	crematorium	1
2927	crept	6
2928	crescent	1
2929	crest	2
2930	crestfallen	1
2931	crevic	1
2932	crew	133
2933	crewman	4
2934	crewmemb	5
2935	crewmen	10
2936	cri	38
2937	crime	78
2938	crimefight	1
2939	crimin	105
2940	criminolog	1
2941	crippl	39
2942	crise	14
2943	crisi	54
2944	crisp	3
2945	cristo	1
2946	criteria	2
2947	critic	121
2948	croat	3
2949	croatia	14
2950	croatian	2
2951	croifl	1
2952	croni	18
2953	crook	7
2954	crop	3
2955	crosbi	5
2956	cross	43
2957	crosscourt	7
2958	crossfir	1
2959	crossleg	2
2960	crouch	12
2961	crous	1
2962	crow	1
2963	crowbar	6
2964	crowd	104
2965	crowdpleas	2
2966	crowley	10
2967	crown	8
2968	crucial	21
2969	crucifi	1
2970	crude	1
2971	crue	1
2972	cruel	3
2973	cruelti	3
2974	cruis	16
2975	cruiser	3
2976	cruman	1
2977	crumbl	21
2978	crumpl	3
2979	crusad	4
2980	crush	22
2981	crust	1
2982	crutch	6
2983	cruz	1
2984	cryptic	1
2985	crystal	2
2986	cs	1
2987	cuba	9
2988	cuban	2
2989	cubanamerican	2
2990	cue	1
2991	cuellar	6
2992	culdesac	1
2993	culmin	8
2994	culpabl	1
2995	culprit	9
2996	cultiv	2
2997	cultur	11
2998	cummin	2
2999	cun	5
3000	cuomo	3
3001	cup	9
3002	cupboard	1
3003	curb	4
3004	curdl	1
3005	cure	1
3006	curfew	10
3007	curios	2
3008	curiou	9
3009	currenc	2
3010	current	52
3011	curriculum	4
3012	curs	4
3013	cursori	1
3014	curt	2
3015	curtail	4
3016	curtain	3
3017	curti	3
3018	curv	3
3019	cush	2
3020	cusp	1
3021	cussin	2
3022	custodi	21
3023	custodian	3
3024	custom	9
3025	customari	2
3026	cut	113
3027	cutback	1
3028	cutigua	1
3029	cutter	7
3030	cw	1
3031	cybercaf	1
3032	cybernet	1
3033	cycl	3
3034	cyclon	1
3035	cylind	1
3036	cylindr	1
3037	cynic	9
3038	cypru	1
3039	cyr	1
3040	czarist	1
3041	czaristera	1
3042	czech	14
3043	czechoslovakian	1
3044	da	2
3045	dad	11
3046	dada	1
3047	dadiv	1
3048	daejung	5
3049	daewoo	5
3050	dagestan	3
3051	dagger	3
3052	daili	29
3053	daja	2
3054	dakota	19
3055	dakotan	1
3056	dakouri	1
3057	dalal	1
3058	dale	2
3059	daley	7
3060	dalla	30
3061	dallasarea	5
3062	dallasbas	2
3063	dallasfort	2
3064	dalworthington	1
3065	dam	1
3066	damag	154
3067	damascu	2
3068	dame	1
3069	damir	3
3070	dammaj	1
3071	damor	1
3072	damp	1
3073	dampen	2
3074	dan	18
3075	dana	2
3076	danah	4
3077	danburi	1
3078	danc	11
3079	dancer	3
3080	dandelion	1
3081	dane	1
3082	danewich	1
3083	danforth	3
3084	danger	103
3085	dangl	2
3086	daniel	19
3087	daniela	6
3088	daniil	2
3089	danni	1
3090	danzig	4
3091	daoud	1
3092	dapist	1
3093	dar	5
3094	darden	1
3095	dare	15
